name,category,addres_full,website,phone_number,rating,review_count,longitude,latitude,provinsi
Psikolog Klinis Elsy,Psychotherapist,"psikolog klinis elsy, jl. agathis blok ta.1 no.5, way halim permai, kec. sukarame, kota bandar lampung, lampung 35313, indonesia",tidak diketahui,+62 813-6941-0008,5.0,2.0,105.282333,-5.3870161,Lampung
"Nurhasanah, M.Psi.,Psikolog",Psychologist,"nurhasanah, m.psi.,psikolog, jl. johar 1, pringsewu tim., kec. pringsewu, kabupaten pringsewu, lampung 35373, indonesia",tidak diketahui,+62 852-2823-5412,5.0,2.0,104.9882737,-5.3612306,Lampung
Biro Psikologi Psiko Mandiri,Psychologist,"j6f9+xm4 biro psikologi psiko mandiri, jl. kepayang gg. cendana, rajabasa, kec. rajabasa, kota bandar lampung, lampung 35152, indonesia",tidak diketahui,+62 811-728-420,5.0,5.0,105.2192155,-5.3751078,Lampung
LPT ANIMA,Psychopedagogy clinic,"lpt anima, jl. rekso bandung gang musyawarah no. 27, labuhan ratu, kedaton, labuhan ratu, kec. kedaton, kota bandar lampung, lampung 35136, indonesia",tidak diketahui,+62 811-7258-969,0.0,4.0,105.2629542,-5.3696606,Lampung
Lamban Giska,Psychopedagogy clinic,"j6h7+76f lamban giska, kemiling permai, kec. kemiling, kota bandar lampung, lampung 35152, indonesia",tidak diketahui,+62 852-6996-6068,5.0,1.0,105.2130567,-5.3718024,Lampung
Grahita Indonesia,Psychologist,"grahita indonesia, jln baru gg jasela no.5, sinar petir, kec. talang padang, kabupaten tanggamus, lampung 35377, indonesia",tidak diketahui,+62 853-1154-4288,5.0,2.0,104.786371,-5.3526176,Lampung
Kantor Insight Consulting Rumah Psikologi & Tumbuh Kembang Anak,Psychologist,"jxqq+p45 kantor insight consulting rumah psikologi & tumbuh kembang anak, jl. johar 1, sidoharjo, kec. pringsewu, kabupaten pringsewu, lampung 35373, indonesia",tidak diketahui,+62 821-8414-4811,5.0,7.0,104.9878538,-5.3607451,Lampung
HOUSE OF SUCCESS,Psychologist,"house of success, ruko eldorado), kedaton, jl. untung suropati no.26, labuhan ratu, kec. kedaton, kota bandar lampung, lampung 35141, indonesia",tidak diketahui,+62 821-7934-9466,3.0,2.0,105.256082,-5.3680029,Lampung
Grahita Indonesia Bandar Lampung,Psychologist,"j74w+wvp grahita indonesia bandar lampung, gg. mulya, sukarame, kec. sukarame, kota bandar lampung, lampung 35122, indonesia",tidak diketahui,tidak diketahui,5.0,1.0,105.2971976,-5.3926554,Lampung
"Octa Reni Setiawati, S.Psi., M.Psi., Psikolog",Psychologist,"octa reni setiawati, s.psi., m.psi., psikolog, jl. dr. sutomo no.131, east hadimulyo, metro pusat, metro city, lampung 34111, indonesia",tidak diketahui,+62 811-1840-911,5.0,2.0,105.3021915,-5.0939906,Lampung
"dr.Lyla, Sp. KJ (Psikiater)",Psychotherapist,"dr.lyla, sp. kj (psikiater), jl. ah nasution no.1980, adirejo, kec. pekalongan, kabupaten lampung timur, lampung 34111, indonesia",tidak diketahui,tidak diketahui,5.0,1.0,105.3452782,-5.0915867,Lampung
"dr. Ni Wayan Dewi PA Sp.KJ.,Psikiater",Psychiatrist,"dr. ni wayan dewi pa sp.kj.,psikiater, jl. raya punggur, toto katon, punggur, central lampung regency, lampung 34152, indonesia",tidak diketahui,tidak diketahui,0.0,15.0,105.2753211,-5.0511612,Lampung
Biro Pelayanan Psikologi FOKUS,Psychologist,"biro pelayanan psikologi fokus, perumahan lulu pratama residece maliaro a11, maliaro, kec. kota, kec. ternate tengah, kota ternate, maluku utara, indonesia",tidak diketahui,+62 813-2621-3507,5.0,1.0,127.3660248,0.7841213,Maluku
Biro Psikologi HaY,Psychopedagogy clinic,"biro psikologi hay, jl jerbus, rt.05/rw.03, tanah tinggi bar., kec. ternate sel., kota ternate, maluku utara 97113, indonesia",tidak diketahui,tidak diketahui,5.0,2.0,127.3707035,0.781451,Maluku
"Charis Consulting: Konseling, Psikotes & Psikoterapi",Psychologist,"charis consulting: konseling, psikotes & psikoterapi, dekat kampus stia, jl. phb halong atas, halong, kec. baguala, kota ambon, maluku 97231, indonesia",http://linktr.ee/joicemailoa,+62 851-5800-1907,5.0,4.0,128.222545,-3.6619379,Maluku
ABIRA Psikologi,Psychologist,"abira psikologi, jl. prabu rangkasari, dasan cermen, timur, kota mataram, nusa tenggara bar. 83232, indonesia",tidak diketahui,+62 877-0311-7971,5.0,55.0,116.1305549,-8.6117653,NTB
Harmony Kids & Psikologi Center,Psychologist,"harmony kids & psikologi center, perumahan green kodya residence, jl. gajah mada blok j2, jempong baru, kec. mataram, kota mataram, nusa tenggara bar., indonesia",tidak diketahui,+62 896-6824-1468,0.0,55.0,116.1007951,-8.6169168,NTB
Psikologi Rumah Hijau Consulting (RH Consulting),Psychologist,"psikologi rumah hijau consulting (rh consulting), jl. batu bolong no.54, pagutan bar., kec. mataram, kota mataram, nusa tenggara bar. 83127, indonesia",tidak diketahui,+62 819-1745-7930,0.0,21.0,116.107407,-8.612264,NTB
Lembaga Psikologi dan Tumbuh Kembang YARSI,Psychologist,"94m3+6mh lembaga psikologi dan tumbuh kembang yarsi, ali batu, jl. tgh mansyur jl. lingkar selatan, pagutan, kec. mataram, kota mataram, nusa tenggara bar. 83361, indonesia",tidak diketahui,+62 895-3846-26738,5.0,11.0,116.1042276,-8.61693,NTB
Biro Dinamika Psikologis Mataram Lombok NTB - Psikolog Klinis Profesional Mataram Lombok NTB,Psychologist,"biro dinamika psikologis mataram lombok ntb - psikolog klinis profesional mataram lombok ntb, depan kava kafe, ruko nomor, perumahan grand lingkar no.9, jempong baru, kec. sekarbela, kota mataram, nusa tenggara bar. 83116, indonesia",tidak diketahui,+62 819-9123-4563,0.0,112.0,116.0971629,-8.6170483,NTB
Biro Psikologi Genetiga Mental Care,Psychologist,"biro psikologi genetiga mental care, depan kantor kepala desa, bonjeruk dalam, bonjeruk, nusa tenggara bar. 83561, indonesia",https://www.instagram.com/genetiga.mentalcare/?hl=id,+62 878-6113-1295,0.0,23.0,116.2293912,-8.6435468,NTB
"KANTOR CABANG RHYS PSIKOLOGI MATARAM , NTB",Psychologist,"kantor cabang rhys psikologi mataram , ntb, jl. majapahit no.12f, kekalik jaya, kec. sekarbela, kota mataram, nusa tenggara bar. 83114, indonesia",tidak diketahui,+62 819-1780-8303,5.0,1.0,116.0875417,-8.584956,NTB
"Biro Psikologi KATARSIS (psikolog Drs. H. Syamsul Buhari.,M.Kes)",Psychologist,"biro psikologi katarsis (psikolog drs. h. syamsul buhari.,m.kes), perum elit rinjani asri ia/4, jati sela, kec. gunungsari, kabupaten lombok barat, nusa tenggara bar., indonesia",tidak diketahui,+62 818-0526-9712,5.0,1.0,116.0873481,-8.5506798,NTB
Lembaga Psikologi NTN,Psychologist,"lembaga psikologi ntn, jl. dr. soetomo no.19, karang baru, kec. selaparang, kota mataram, nusa tenggara bar. 83123, indonesia",https://www.facebook.com/ntn.psikologi,+62 819-1745-7930,0.0,2.0,116.108425,-8.572483,NTB
RHYS PSIKOLOG CABANG LOMBOK TIMUR,Psychologist,"8gxp+vm9 rhys psikolog cabang lombok timur, jl. tgh. zainuddin abdul majid, sandubaya, kec. selong, kabupaten lombok timur, nusa tenggara bar. 83619, indonesia",tidak diketahui,+62 853-3739-4332,5.0,1.0,116.5367322,-8.650349,NTB
RHYS PSIKOLOGI OUTLET MATARAM,Psychologist,"rhys psikologi outlet mataram, jl. tri brata no.9, taman sari, kec. ampenan, kota mataram, nusa tenggara bar. 83112, indonesia",tidak diketahui,+62 812-4699-3705,5.0,1.0,116.0834084,-8.5790133,NTB
Bale Psikologi,Psychologist,"bale psikologi, jl. prof. soepomo no.18, pancor, selong, east lombok regency, west nusa tenggara 83611, indonesia",https://balepsikologi.wixsite.com/balepsikologi,+62 878-5444-1946,0.0,11.0,116.5262464,-8.6480152,NTB
"Biro Psikologi ""Samasta Personal & Family's Growth""",Psychologist,"biro psikologi ""samasta personal & family's growth"", jln janapria-mujur km 1, penambong, desa, janapria, kec. janapria, kabupaten lombok tengah, nusa tenggara bar. 83554, indonesia",tidak diketahui,+62 896-6867-8479,4.0,1.0,116.393499,-8.6971756,NTB
RHYS PSIKOLOG Cabang Lombok Barat,Psychologist,"73wq+38v rhys psikolog cabang lombok barat, jl. raya, jemb. kembar, kec. lembar, kabupaten lombok barat, nusa tenggara bar. 83364, indonesia",tidak diketahui,+62 853-3739-4332,5.0,1.0,116.0882861,-8.7047651,NTB
Biro Psikologi Qiam Consulting,Psychologist,"biro psikologi qiam consulting, didepan bpom, jl. catur warga no.4a, pejanggik, kec. mataram, kota mataram, nusa tenggara bar. 83122, indonesia",tidak diketahui,+62 852-3939-3370,5.0,4.0,116.1162189,-8.5874992,NTB
Lembaga Psikologi Humanity,Psychologist,"lembaga psikologi humanity, komplek pepabri, jl. merdeka raya no.118, pagesangan bar., kec. mataram, kota mataram, nusa tenggara bar. 83116, indonesia",tidak diketahui,tidak diketahui,0.0,3.0,116.0955345,-8.6045069,NTB
"DR. Muazar Habibi. S.Psi., M.Psych. M.Pd. (Psikolog)",Psychotherapist,"dr. muazar habibi. s.psi., m.psych. m.pd. (psikolog), jl. ireng jaya, jati sela, kec. gunungsari, kabupaten lombok barat, nusa tenggara bar. 83511, indonesia",https://lenterahatiibs.me/,+62 812-2002-1219,0.0,6.0,116.0783371,-8.5526133,NTB
BIRO PSIKOLOGI BINA LARA PRAYA,Psychologist,"biro psikologi bina lara praya, jl. mareje no.184, panjisari, kec. praya, kabupaten lombok tengah, nusa tenggara bar. 83511, indonesia",tidak diketahui,+62 817-0099-916,3.0,1.0,116.2637471,-8.7080606,NTB
Praktik Psikolog dan Pusat Terapi Anak,Psychologist,"rjff+jqf praktik psikolog dan pusat terapi anak, oebufu, kec. oebobo, kota kupang, nusa tenggara tim., indonesia",https://www.instagram.com/yeskidz_?igsh=YzljYTk1ODg3Zg==,tidak diketahui,4.8,23.0,123.6244505,-10.1758706,NTT
"Praktek Mozes Lazarus Touw, M.Psi., Psikolog",Mental health service,"rh8q+p7h praktek mozes lazarus touw, m.psi., psikolog, air nona, kota raja, kupang city, east nusa tenggara, indonesia",tidak diketahui,+62 895-4053-34751,5.0,2.0,123.588177,-10.1829441,NTT
Rumah SEJIWA FLOBAMORA,Mental health service,"rjmc+6m4 rumah sejiwa flobamora, jl. beringin merah, kayu putih, oebobo, kupang city, east nusa tenggara, indonesia",tidak diketahui,+62 821-3739-3200,5.0,6.0,123.6217066,-10.1669934,NTT
"Ruang Asa Psikocenter (Praktik Psikologi Syafira Putri Ekayani, M.Psi., Psikolog)",Psychologist,"ruang asa psikocenter (praktik psikologi syafira putri ekayani, m.psi., psikolog), jl. flamboyan no.318, rt.002/rw.001, klasuluk, mariat, sorong regency, west papua 98457, indonesia",https://campsite.bio/ruangasa.psikocenter,+62 822-2398-3998,5.0,5.0,131.3195135,-1.0034977,Papua Barat Daya
Garasi Mace Polwan,Psychologist,"garasi mace polwan, jln. aspol base'g bengkel polda, 99117, tj. ria, kec. jayapura utara, kota jayapura, papua, indonesia",tidak diketahui,+62 811-4899-099,5.0,4.0,140.7341286,-2.5167206,Papua
Lembaga Layanan Psikologi Perspektive,Psychologist,"fp33+qcc lembaga layanan psikologi perspektive, jl. ardipura raya, numbai, distrik jayapura selatan, kota jayapura, papua 99222, indonesia",tidak diketahui,+62 852-5557-7392,5.0,2.0,140.7035194,-2.5455648,Papua
Lembaga Layanan Psikologi - Cahaya Prima Optima,Psychologist,"lembaga layanan psikologi - cahaya prima optima, jl. hanurata perum. hamadi residence no.b/16, hamadi, distrik jayapura selatan, kota jayapura, papua, indonesia",tidak diketahui,+62 812-3273-3389,5.0,6.0,140.7117332,-2.5671983,Papua
al.yhani__,Psychologist,"f9pq+fwp al.yhani__, jl. ndorem kai, samkai, kec. merauke, kabupaten merauke, papua 99615, indonesia",tidak diketahui,tidak diketahui,5.0,1.0,140.3899791,-8.5138653,Papua Selatan
Yayasan Kharisma,Psychologist,"fcw3+4gw yayasan kharisma, jl. pendidikan, mandala, merauke, merauke regency, papua 99615, indonesia",tidak diketahui,tidak diketahui,1.0,1.0,140.4038399,-8.5046271,Papua Selatan
Yayasan Praktek Psikolog Indonesia Cabang Riau,Psychologist,"yayasan praktek psikolog indonesia cabang riau, meetup office pekanbaru, jl. todak no.18, tengkerang bar., kec. marpoyan damai, kota pekanbaru, riau 28124, indonesia",/url?q=http://praktekpsikolog.com/&opi=79508299&sa=U&ved=0ahUKEwjpv96SrYGNAxU21AIHHb14Ka0Q61gIGCgR&usg=AOvVaw2_51F7NF83HUyCiOSh-8BQ,+62 878-8718-4585,5.0,20.0,101.427638,0.4986973,Riau
Biro Psikologi Mind And Personality Riau,Psychologist,"biro psikologi mind and personality riau, jl. srikandi no.90 a, delima, kec. tampan, kota pekanbaru, riau 28292, indonesia",tidak diketahui,+62 823-8598-2399,5.0,96.0,101.4069648,0.4840376,Riau
"PRAKTEK PSIKOLOG AFIFAH HANA WAHYUNI, M.PSI. PSIKOLOG",Psychologist,"praktek psikolog afifah hana wahyuni, m.psi. psikolog, jl. srikandi a no.90, delima, kec. tampan, kota pekanbaru, riau 28291, indonesia",tidak diketahui,+62 823-8598-2399,5.0,76.0,101.4070027,0.4840714,Riau
HUMANIKA Psychology Center,Psychologist,"humanika psychology center, jl. arifin ahmad no.4, sidomulyo timur, marpoyan damai, pekanbaru city, riau 28125, indonesia",tidak diketahui,+62 822-5777-2221,0.0,54.0,101.434369,0.4805178,Riau
Praktik Psikolog Rani Azmarina,Psychologist,"praktik psikolog rani azmarina, jl. letnan boyak, langgini, kec. bangkinang, kabupaten kampar, riau 28463, indonesia",/url?q=https://data.ipkindonesia.or.id/psikolog-klinis/Rani-Azmarina--Njcx&opi=79508299&sa=U&ved=0ahUKEwjpv96SrYGNAxU21AIHHb14Ka0Q61gIuQEoEQ&usg=AOvVaw2tRQ6roJQQINssNNRHRnpw,+62 822-8775-0339,5.0,10.0,101.0178494,0.331173,Riau
PSIKOLOG PEKANBARU,Psychologist,"psikolog pekanbaru, jl. kereta api ujung no.7d, tengkerang tengah, kec. marpoyan damai, kota pekanbaru, riau 28282, indonesia",tidak diketahui,+62 822-1845-5888,5.0,1.0,101.4528435,0.4932207,Riau
"Praktik Psikolog Pekanbaru - Nafkhatul Wahidah, M.Psi., Psikolog",Psychologist,"praktik psikolog pekanbaru - nafkhatul wahidah, m.psi., psikolog, belakang smp negeri 40, jl. ketitiran jl. garuda sakti no.km 3, simpang baru, kec. tampan, kota pekanbaru, riau 28291, indonesia",tidak diketahui,+62 813-6436-2967,5.0,3.0,101.3618131,0.4918462,Riau
"Praktik Psikolog Klinis Eviani Zuhrida, S.Psi.,M.Psi.,Psikolog",Psychologist,"praktik psikolog klinis eviani zuhrida, s.psi.,m.psi.,psikolog, jl. dr. a rahman saleh, rt.3/rw.8, bangkinang, kec. bangkinang, kabupaten kampar, riau 28463, indonesia",/url?q=https://linktr.ee/evianizuhrida&opi=79508299&sa=U&ved=0ahUKEwjpv96SrYGNAxU21AIHHb14Ka0Q61gIswIoEQ&usg=AOvVaw2bw_XVKlFOqrdNyV_ZYJZA,+62 813-6208-5619,5.0,5.0,101.0359088,0.3254756,Riau
Psikologi Pekanbaru,Psychologist,"psikologi pekanbaru, jl. lumba - lumba no.45, tengkerang sel., kec. bukit raya, kota pekanbaru, riau 28288, indonesia",tidak diketahui,+62 813-7853-7379,5.0,6.0,101.4634927,0.4929034,Riau
Kinnera Development Center,Psychologist,"kinnera development center, jl. teuku cik ditiro no.62, tanah datar, kec. pekanbaru kota, kota pekanbaru, riau 28156, indonesia",/url?q=http://instagram.com/kinneracdc&opi=79508299&sa=U&ved=0ahUKEwjpv96SrYGNAxU21AIHHb14Ka0Q61gIsAMoEQ&usg=AOvVaw2P91KgLEPRgAhGpND9TWBo,+62 811-1112-9382,5.0,11.0,101.4441572,0.5220924,Riau
Biro Psikologi Persona Quality,Psychologist,"biro psikologi persona quality, jalan parit indah, komplek perkantoran grand sudirman, gg. damai blk. b no.7, tengkerang labuai, bukit raya, pekanbaru city, riau 28289, indonesia",tidak diketahui,+62 761 848844,0.0,13.0,101.4563675,0.4817039,Riau
Rumah Bambini (Rumah Psikologi dan Edukasi bagi Keluarga Pekanbaru),Psychologist,"rumah bambini (rumah psikologi dan edukasi bagi keluarga pekanbaru), jl. nangka no.27, wonorejo, marpoyan damai, pekanbaru city, riau 28128, indonesia",tidak diketahui,+62 821-7205-7992,5.0,23.0,101.4499557,0.5043184,Riau
Biro Psikologi Behaviour Intervention Centre (BIC),Psychologist,"biro psikologi behaviour intervention centre (bic), jl. rajawali sakti no.118c, delima, tampan, pekanbaru city, riau 28292, indonesia",tidak diketahui,+62 812-7645-2600,5.0,1.0,101.396763,0.482956,Riau
"KLINIK HIPNOTERAPI PEKANBARU, Minda Brilian Sukses",Psychologist,"klinik hipnoterapi pekanbaru, minda brilian sukses, jl. lumba - lumba no.45, tengkerang sel., kec. bukit raya, kota pekanbaru, riau 28125, indonesia",/url?q=https://hipnoterapipekanbaru.com/&opi=79508299&sa=U&ved=0ahUKEwjpv96SrYGNAxU21AIHHb14Ka0Q61gI0wQoEQ&usg=AOvVaw0CyuOcj5-lkCypVl8jgORL,+62 813-7853-7379,0.0,36.0,101.4634762,0.4928472,Riau
Biro Psikologi Behaviour Intervention Centre 2 (BIC 2),Psychologist,"biro psikologi behaviour intervention centre 2 (bic 2), kawasan rumah singgah graha azzahra, jl. rindang no.16 b, tengkerang selatan, bukit raya, pekanbaru city, riau 28288, indonesia",tidak diketahui,+62 812-7645-2600,5.0,5.0,101.4658518,0.4955778,Riau
Biro Psikologi,Psychologist,"biro psikologi, jl. sepakat no.15, labuh baru barat, payung sekaki, pekanbaru city, riau 28292, indonesia",tidak diketahui,+62 812-7577-7617,5.0,4.0,101.4116361,0.5150036,Riau
Praktek Psikolog Positive Mind Psychology Consulting,Psychologist,"praktek psikolog positive mind psychology consulting, perum utama regency, jl. tengku bey ii blok a 4, simpang tiga, kec. bukit raya, kota pekanbaru, riau 28282, indonesia",tidak diketahui,+62 852-8017-9201,5.0,5.0,101.4593698,0.4575275,Riau
"Nurhidayati,M.Psi.,Psikolog",Psychologist,"nurhidayati,m.psi.,psikolog, jl. raya pekanbaru - bangkinang, sungai pinang, kec. tambang, kabupaten kampar, riau 28458, indonesia",tidak diketahui,+62 812-6714-1182,5.0,2.0,101.2511181,0.3917467,Riau
KLC PSYCHOLOGY,Psychologist,"klc psychology, jl. sekuntum raya no.33, delima, kec. tampan, kota pekanbaru, riau 28292, indonesia",/url?q=https://klc-edp.com/layanan-psikologi/&opi=79508299&sa=U&ved=0ahUKEwjpv96SrYGNAxU21AIHHb14Ka0Q61gI_AYoEQ&usg=AOvVaw1YIVIn_EU-nZyjZvVBjfD6,+62 852-2093-7799,5.0,3.0,101.4029845,0.4897926,Riau
Praktek Psikiater,Mental health clinic,"fchw+v2h praktek psikiater, jl. arifin ahmad, tengkerang tengah, kec. marpoyan damai, kota pekanbaru, riau 28288, indonesia",tidak diketahui,+62 878-2235-87255,5.0,2.0,101.4451151,0.4796811,Riau
Kiddo's Clinic,Mental health clinic,"kiddo's clinic, jl. kulim no.88, tampan, payung sekaki, pekanbaru city, riau 28291, indonesia",tidak diketahui,+62 811-7607-117,5.0,8.0,101.4292977,0.5389224,Riau
Biro psikologi Ria Alfarina,Psychologist,"biro psikologi ria alfarina, empang baru, kec. lubuk dalam, kabupaten siak, riau 28671, indonesia",tidak diketahui,+62 852-6557-4417,5.0,1.0,101.8352715,0.5668604,Riau
YOGAATMA CONSULTING,Psychopedagogy clinic,"yogaatma consulting, jl. hangtuah no.144 d, suka mulia, sail, pekanbaru city, riau 28112, indonesia",tidak diketahui,+62 812-6808-4530,5.0,2.0,101.4743792,0.5242003,Riau
Psiko-Power Psikolog,Psychologist,"psiko-power psikolog, no. 11 f, gg. kartini 1, sumahilang, kec. pekanbaru kota, kota pekanbaru, riau 28156, indonesia",tidak diketahui,+62 822-4523-4569,2.0,4.0,101.4486508,0.5208065,Riau
"Praktek Psikologi “ Sri Rahmadhani ,M.Psi.,Psikolog”",Psychologist,"praktek psikologi “ sri rahmadhani ,m.psi.,psikolog”, jl. kereta api ujung no.7.d, tengkerang tengah, kec. marpoyan damai, kota pekanbaru, riau, indonesia",/url?q=https://instagram.com/humairasolution%3Futm_medium%3Dcopy_link&opi=79508299&sa=U&ved=0ahUKEwjpv96SrYGNAxU21AIHHb14Ka0Q61gIzQ0oEQ&usg=AOvVaw1ip_ofaLCm0-FmhGv525ev,+62 822-1845-5888,5.0,19.0,101.4531404,0.4926423,Riau
nil,Psychologist,"3jpw+3vq nil, jalan datuk raja hitam, tlk. merbau, kubu, kabupaten rokan hilir, riau 28991, indonesia",tidak diketahui,tidak diketahui,3.0,1.0,100.6472366,2.0852068,Riau
Tutup,Psychologist,"tutup, jl. terentang jl. fajar ujung no.3, labuh baru barat, payung sekaki, pekanbaru city, riau 28291, indonesia",tidak diketahui,tidak diketahui,5.0,5.0,101.4038412,0.5109751,Riau
"Biro Konsultasi & Pelayanan Psikologis ""HUMANITY""",Psychologist,"biro konsultasi & pelayanan psikologis ""humanity"", jl. dr. wahidin, besusu bar., kec. palu bar., kota palu, sulawesi tengah 94111, indonesia",tidak diketahui,+62 852-3200-9871,5.0,1.0,119.8665449,-0.8968889,Sulawesi Tengah
Mitra Psikologi,Psychologist,"xgx2+8cv mitra psikologi, jl. sorumba, bonggoeya, kec. wua-wua, kota kendari, sulawesi tenggara 93117, indonesia",tidak diketahui,+62 852-2909-5583,4.8,6.0,122.5010574,-4.0016472,Sulawesi Tenggara
Swarahati Consulting,Psychologist,"swarahati consulting, jl. bunga seroja lorong bonsai no.27, lahundape, kec. kendari bar., kota kendari, sulawesi tenggara 93121, indonesia",tidak diketahui,+62 813-9398-2764,5.0,51.0,122.5291859,-3.9660206,Sulawesi Tenggara
Yayasan Praktek Psikolog Indonesia Cabang Makassar,Psychologist,"yayasan praktek psikolog indonesia cabang makassar, gedung confie indonesia - makassar, blk. d no.10, karampuang, kec. panakkukang, kota makassar, sulawesi selatan 90231, indonesia",http://www.praktekpsikolog.com/,+62 812-1345-8601,4.9,16.0,119.4529134,-5.1485246,Sulawesi Selatan
"Praktik Psikologi Widia Julianti Siddik, M.Psi, Psikolog",Psychologist,"praktik psikologi widia julianti siddik, m.psi, psikolog, jl. a. mappaoddang. h2 lama, kota makassar, sulawesi selatan 90223, indonesia",https://widiapsi.carrd.co/,+62 812-5388-3789,5.0,86.0,119.4150194,-5.1743026,Sulawesi Selatan
Klinik Psikologi Wangi Embun,Mental health clinic,"3v7r+mpx klinik psikologi wangi embun, kalukubula, sigi biromaru, sigi regency, central sulawesi, indonesia",tidak diketahui,+62 821-9688-3080,5.0,5.0,119.8918594,-0.9357625,Sulawesi Barat
Spirit Psikologi Manado,Psychologist,"spirit psikologi manado, jl. sam ratulangi, wenang utara, kec. wenang, kota manado, sulawesi utara, indonesia",tidak diketahui,+62 812-4427-304,5.0,35.0,124.8386761,1.4903864,Sulawesi Utara
Layanan Psikologi Makassar | Cognito,Psychologist,"layanan psikologi makassar | cognito, bumi permata hijau, jl. bumi raya komp. (bph) no.18 blok b3, gn. sari, kec. rappocini, kota makassar, sulawesi selatan 90221, indonesia",https://cognitoindonesia.wixsite.com/cognito,+62 852-5597-2392,5.0,63.0,119.441484,-5.184869,Sulawesi Selatan
Praktek Psikiater dr. Lili Tunggal Sp.KJ,Psychiatrist,"praktek psikiater dr. lili tunggal sp.kj, jl. dr. ratulangi no.180, parang, kec. mamajang, kota makassar, sulawesi selatan, indonesia",tidak diketahui,+62 852-4444-2630,5.0,106.0,119.417972,-5.1632359,Sulawesi Selatan
Psikologi Sinergi,Psychologist,"psikologi sinergi, jl. balai kota timur no.1, tanamodindi, mantikulore, palu city, central sulawesi 94117, indonesia",https://www.facebook.com/konsultanpsikologi33,+62 852-3061-8521,4.5,4.0,119.8919429,-0.8980122,Sulawesi Barat
LEMBAGA PSIKOLOGI EXCELLENT,Psychologist,"lembaga psikologi excellent, jalan a.p pettarani kompleks ruko bisnis centre 3, blk. c - d no.15, masale, kec. panakkukang, kota makassar, sulawesi selatan 90222, indonesia",tidak diketahui,+62 411 433666,4.8,19.0,119.438163,-5.1491414,Sulawesi Selatan
Biro Psikologi Bonafide,Psychologist,"biro psikologi bonafide, jl. pongtiku, kamali pentalluan, makale, tana toraja regency, south sulawesi 91811, indonesia",tidak diketahui,+62 877-7456-1000,5.0,1.0,119.8556867,-3.0873233,Sulawesi Barat
Rumah Berbagi,Mental health clinic,"rumah berbagi, jl. basuki rahmat, birobuli utara, kec. palu sel., kota palu, sulawesi tengah 94236, indonesia",tidak diketahui,+62 851-5639-0720,5.0,1.0,119.8881877,-0.9208024,Sulawesi Tengah
Lembaga Psikologi Progres,Psychologist,"rcjr+cjw lembaga psikologi progres, jl. mapala raya, tidung, kec. rappocini, kota makassar, sulawesi selatan 90222, indonesia",https://www.instagram.com/psikologiprogres/,+62 811-4111-812,5.0,13.0,119.4415687,-5.1688945,Sulawesi Selatan
Master Psikologi Makassar,Psychologist,"master psikologi makassar, jalan perintis kemerdekaan viii no.l14, tamalanrea jaya, kec. tamalanrea, kota makassar, sulawesi selatan 90245, indonesia",http://biromasterpsikologi.blogspot.com/,+62 821-8708-9343,5.0,7.0,119.497091,-5.143289,Sulawesi Selatan
PSIKOMORFOSA Lembaga Layanan Psikologi,Psychologist,"psikomorfosa lembaga layanan psikologi, jalan kompleks agraria blok q2 a, kec. rappocini, kota makassar, sulawesi selatan 90222, indonesia",tidak diketahui,+62 822-9231-8587,4.8,31.0,119.4480497,-5.1753363,Sulawesi Selatan
Layanan Psikologi Bermakna,Psychologist,"layanan psikologi bermakna, jl. delta mas ii blok a4, batua, kec. manggala, kota makassar, sulawesi selatan 90233, indonesia",http://wa.me/089510696112,+62 895-1069-69112,5.0,21.0,119.4623273,-5.1611861,Sulawesi Selatan
Wiyata Psychology Center,Mental health clinic,"wiyata psychology center, jl. banta bantaeng lrg. 3 no.8, banta-bantaeng, rappocini, makassar city, south sulawesi, indonesia",tidak diketahui,+62 851-8689-2112,5.0,11.0,119.4247539,-5.1611741,Sulawesi Selatan
LPPT Widya Prasthya,Psychologist,"lppt widya prasthya, jl. rsi faisal ii perum griya modern no.7, kel, banta-bantaeng, rappocini, makassar city, south sulawesi 90222, indonesia",tidak diketahui,+62 811-4003-225,5.0,9.0,119.4340951,-5.165332,Sulawesi Selatan
Daya Potensia Indonesia,Psychologist,"daya potensia indonesia, jl. raya pendidikan no.9 blok g1, tidung, rappocini, makassar city, south sulawesi 90222, indonesia",tidak diketahui,+62 811-430-253,5.0,16.0,119.4408763,-5.1710717,Sulawesi Selatan
Psikiater andi hema,Mental health service,"psikiater andi hema, jl. dr. ratulangi no.93, labuang baji, kec. mamajang, kota makassar, sulawesi selatan 90132, indonesia",tidak diketahui,tidak diketahui,5.0,2.0,119.417671,-5.1615933,Sulawesi Selatan
Rumah terapi kecemasan,Mental health clinic,"rumah terapi kecemasan, jl. taman sudiang indah no.4, pai, kec. biringkanaya, kota makassar, sulawesi selatan 90242, indonesia",tidak diketahui,+62 839-9811-180,5.0,5.0,119.5198954,-5.0862276,Sulawesi Selatan
Pusat Layanan Psikologi Fakultas Psikologi UNM,Psychologist,"pusat layanan psikologi fakultas psikologi unm, gedung bb, kampus timur jl. a. p. pettarani lt. 3, tidung, kec. rappocini, kota makassar, sulawesi selatan 90222, indonesia",tidak diketahui,+62 811-412-994,5.0,1.0,119.4357655,-5.1684899,Sulawesi Selatan
